host_id,host_since,host_response_time,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,room_type,bathrooms,accommodates,bedrooms,square_feet,price,number_of_reviews,has_availability,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
15486479,2014-05-13,within an hour,FALSE,0,0,Kensington-Chinatown,Private room,1,2,1,NA,$70.00,2,TRUE,90,10,9,10,10,9,10
25194651,2014-12-25,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$200.00,9,TRUE,91,10,9,10,9,10,9
13520293,2014-03-25,N/A,FALSE,1,1,The Beaches,Entire home/apt,2,4,2,NA,$200.00,16,TRUE,95,10,10,10,10,10,9
76373347,2016-06-07,within a day,FALSE,18,18,Kennedy Park,Entire home/apt,1,4,2,NA,$64.00,13,TRUE,88,9,8,10,10,9,9
55276379,2016-01-19,within an hour,TRUE,1,1,Newtonbrook West,Entire home/apt,1.5,6,2,NA,$148.00,67,TRUE,94,9,10,10,10,10,9
128745036,2017-05-03,within an hour,TRUE,4,4,Bay Street Corridor,Entire home/apt,1,2,0,NA,$140.00,68,TRUE,97,10,10,10,10,10,10
18292018,2015-04-22,within an hour,FALSE,16,16,Casa Loma,Entire home/apt,2,4,2,NA,$117.00,0,TRUE,NA,NA,NA,NA,NA,NA,NA
17893670,2014-07-09,N/A,FALSE,2,2,Niagara,Entire home/apt,1,4,1,NA,$150.00,1,TRUE,100,10,10,8,8,10,8
128904516,2017-05-04,N/A,FALSE,1,1,Cabbagetown-South St.James Town,Private room,1,2,1,NA,$28.00,2,TRUE,100,9,9,10,10,10,10
21837301,2014-09-27,within a day,TRUE,2,2,Kensington-Chinatown,Entire home/apt,2,3,1,NA,$150.00,5,TRUE,100,10,10,10,10,10,10
104103836,2016-11-17,within an hour,TRUE,2,2,Victoria Village,Private room,1,2,1,NA,$37.00,85,TRUE,98,10,10,10,10,9,10
99918623,2016-10-16,within a few hours,TRUE,2,2,Briar Hill-Belgravia,Private room,1,1,1,NA,$38.00,50,TRUE,99,10,10,10,10,9,10
128973857,2017-05-05,within an hour,FALSE,4,4,Clairlea-Birchmount,Private room,1,2,1,NA,$45.00,15,TRUE,91,9,9,10,10,9,9
92881614,2016-08-31,within a day,FALSE,4,4,Long Branch,Entire home/apt,2,8,3,NA,$240.00,15,TRUE,92,9,9,10,10,10,10
21837301,2014-09-27,within a day,TRUE,2,2,Kensington-Chinatown,Private room,2,2,1,NA,$150.00,50,TRUE,98,10,10,10,10,10,10
129007664,2017-05-05,within an hour,FALSE,1,1,Casa Loma,Entire home/apt,2.5,6,3,NA,$251.00,13,TRUE,100,10,10,10,10,10,9
129031304,2017-05-05,N/A,FALSE,1,1,High Park North,Entire home/apt,3,4,3,NA,$170.00,0,TRUE,NA,NA,NA,NA,NA,NA,NA
105634499,2016-11-29,within an hour,FALSE,4,4,Mount Dennis,Private room,1,2,1,NA,$80.00,12,TRUE,92,8,10,10,10,9,9
104103836,2016-11-17,within an hour,TRUE,2,2,Victoria Village,Private room,1,2,1,NA,$37.00,51,TRUE,98,10,10,10,10,9,10
22267201,2014-10-08,N/A,FALSE,1,1,Niagara,Entire home/apt,2,2,1,NA,$388.00,0,TRUE,NA,NA,NA,NA,NA,NA,NA
129102826,2017-05-06,within an hour,FALSE,1,1,West Hill,Private room,1.5,2,1,NA,$40.00,9,TRUE,93,10,9,10,10,9,10
2030898,2012-03-29,within an hour,TRUE,3,3,Lawrence Park South,Entire home/apt,1,2,1,NA,$65.00,67,TRUE,98,10,10,10,10,9,10
33591060,2015-05-17,within a day,TRUE,3,3,Palmerston-Little Italy,Entire home/apt,1,2,1,NA,$125.00,18,TRUE,98,10,10,10,10,10,10
108384560,2016-12-24,N/A,FALSE,1,1,Humbermede,Entire home/apt,1,2,1,NA,$91.00,21,TRUE,92,10,10,9,10,9,9
46170948,2015-10-09,within an hour,TRUE,4,4,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$170.00,207,TRUE,98,10,10,10,10,10,10
97777185,2016-10-03,within an hour,FALSE,20,20,Willowdale East,Entire home/apt,2,4,2,NA,$89.00,6,TRUE,64,6,7,8,8,8,6
19062987,2014-07-28,N/A,FALSE,1,1,Moss Park,Private room,1,2,1,NA,$65.00,5,TRUE,100,10,10,10,10,10,10
49185721,2015-11-16,within an hour,TRUE,3,3,Waterfront Communities-The Island,Private room,1,2,1,NA,$150.00,60,TRUE,97,10,10,10,10,10,10
62443792,2016-03-10,within an hour,TRUE,3,3,Parkwoods-Donalda,Private room,1,2,1,NA,$60.00,6,TRUE,93,9,9,10,10,9,9
129293723,2017-05-07,within an hour,TRUE,1,1,Casa Loma,Private room,1,2,1,NA,$87.00,309,TRUE,99,10,10,10,10,10,10
128899955,2017-05-04,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$119.00,214,TRUE,94,9,9,9,9,10,9
129310612,2017-05-07,within an hour,TRUE,4,4,Niagara,Entire home/apt,1,4,1,NA,$85.00,215,TRUE,97,10,10,10,10,10,10
98530378,2016-10-06,within an hour,FALSE,3,3,Kennedy Park,Private room,2,2,1,NA,$40.00,24,TRUE,91,9,9,9,10,9,9
1260282,2011-10-07,N/A,FALSE,2,2,Palmerston-Little Italy,Private room,1,1,1,NA,$50.00,11,TRUE,94,10,8,10,10,10,10
120640190,2017-03-13,within an hour,TRUE,3,3,Willowdale East,Entire home/apt,1,4,1,NA,$121.00,12,TRUE,96,9,10,9,10,10,9
54422135,2016-01-12,within an hour,FALSE,60,60,Willowdale East,Entire home/apt,1,2,1,NA,$60.00,9,TRUE,80,9,9,9,10,10,8
32305436,2015-04-30,within an hour,FALSE,3,3,Roncesvalles,Entire home/apt,1,2,1,NA,$80.00,221,TRUE,91,10,8,10,10,10,9
14192890,2014-04-12,within an hour,FALSE,13,13,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,$119.00,25,TRUE,90,9,8,9,10,10,9
66874716,2016-04-12,N/A,TRUE,3,3,West Humber-Clairville,Private room,1,2,1,NA,$58.00,32,TRUE,96,10,10,10,10,9,9
7152695,2013-06-27,N/A,FALSE,2,2,Danforth,Entire home/apt,1,2,1,NA,$80.00,16,TRUE,99,10,10,10,10,10,10
39596567,2015-07-26,within an hour,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Private room,1,2,1,NA,$30.00,38,TRUE,99,10,10,10,10,9,10
129433543,2017-05-08,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,$265.00,75,TRUE,95,10,9,10,10,10,9
3587306,2012-09-16,within an hour,TRUE,5,5,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,$160.00,310,TRUE,98,10,10,10,10,10,10
15136743,2014-05-05,within an hour,FALSE,3,3,Newtonbrook East,Private room,2,1,1,NA,$25.00,2,TRUE,70,9,5,9,9,10,7
129470051,2017-05-08,within a day,FALSE,2,2,Willowdale East,Entire home/apt,1,4,2,NA,$109.00,24,TRUE,91,9,9,9,10,10,9
16969088,2014-06-18,N/A,FALSE,1,1,South Riverdale,Private room,1,2,2,NA,$205.00,3,TRUE,100,10,10,10,10,9,10
129485538,2017-05-08,N/A,FALSE,1,1,Trinity-Bellwoods,Private room,1,1,1,NA,$27.00,3,TRUE,93,8,9,9,9,10,9
129195646,2017-05-07,a few days or more,FALSE,1,1,Islington-City Centre West,Private room,1,2,1,NA,$50.00,13,TRUE,95,10,10,10,10,10,9
129499921,2017-05-08,within an hour,FALSE,1,1,Mimico (includes Humber Bay Shores),Entire home/apt,1,3,1,NA,$150.00,19,TRUE,99,10,10,10,10,10,10
37598602,2015-07-05,within a few hours,FALSE,3,3,Dufferin Grove,Entire home/apt,1,4,2,NA,$175.00,6,TRUE,100,10,10,10,10,10,10
30076507,2015-03-26,within an hour,FALSE,2,2,Weston,Entire home/apt,1,2,0,NA,$54.00,79,TRUE,96,10,9,10,10,9,10
16290105,2014-06-02,within an hour,FALSE,16,16,Waterfront Communities-The Island,Entire home/apt,2,5,2,NA,$388.00,9,TRUE,91,10,8,10,10,10,10
14061006,2014-04-08,within an hour,TRUE,1,1,Church-Yonge Corridor,Entire home/apt,1,4,1,NA,$160.00,61,TRUE,97,10,10,10,10,10,9
120262823,2017-03-11,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,8,2,NA,$111.00,177,TRUE,93,10,9,9,9,10,9
16290105,2014-06-02,within an hour,FALSE,16,16,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,$288.00,3,TRUE,93,10,10,9,10,10,10
80912184,2016-06-30,within an hour,FALSE,10,10,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$159.00,100,TRUE,91,9,9,9,10,10,9
12066449,2014-02-09,within an hour,TRUE,6,6,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$249.00,3,TRUE,93,9,10,10,10,10,10
127677828,2017-04-26,within an hour,FALSE,1,1,Kensington-Chinatown,Entire home/apt,1,7,3,NA,$175.00,144,TRUE,94,10,9,10,10,10,9
118096928,2017-02-25,N/A,FALSE,1,1,South Parkdale,Private room,1,2,1,NA,$69.00,10,TRUE,100,10,10,10,10,10,10
68111296,2016-04-20,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,3,0,NA,$72.00,132,TRUE,96,10,10,10,10,10,9
96745482,2016-09-25,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,2,6,3,NA,$451.00,21,TRUE,96,10,10,9,10,10,10
53386631,2016-01-05,N/A,FALSE,1,1,North Riverdale,Entire home/apt,1,2,0,NA,$130.00,39,TRUE,95,10,9,10,9,10,10
80603071,2016-06-28,within a few hours,FALSE,9,9,Cabbagetown-South St.James Town,Entire home/apt,2,16,6,NA,$440.00,12,TRUE,95,10,10,10,10,10,9
92814068,2016-08-31,N/A,FALSE,1,1,Church-Yonge Corridor,Shared room,1,1,1,NA,$65.00,4,TRUE,100,10,10,10,10,10,10
6614234,2013-05-28,within an hour,TRUE,1,1,Mimico (includes Humber Bay Shores),Entire home/apt,1,2,1,NA,$119.00,74,TRUE,100,10,10,10,10,10,10
69682504,2016-04-30,N/A,FALSE,1,1,Palmerston-Little Italy,Private room,1,2,1,NA,$68.00,15,TRUE,90,9,8,10,9,10,9
5417741,2013-03-11,within an hour,TRUE,3,3,Broadview North,Private room,1,1,1,NA,$40.00,77,TRUE,96,10,10,10,10,9,10
117843789,2017-02-23,within an hour,TRUE,1,1,Kensington-Chinatown,Entire home/apt,1,4,1,NA,$150.00,159,TRUE,98,10,10,10,10,10,10
66249114,2016-04-07,N/A,FALSE,1,1,Kensington-Chinatown,Entire home/apt,1,5,0,NA,$150.00,1,TRUE,100,10,10,10,10,10,10
92905268,2016-09-01,N/A,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,2,0,NA,$121.00,3,TRUE,87,9,9,9,9,10,8
15912223,2014-05-23,within an hour,FALSE,19,19,Waterfront Communities-The Island,Entire home/apt,2,8,2,NA,$300.00,68,TRUE,90,9,9,9,9,9,9
29824322,2015-03-22,within an hour,TRUE,6,6,Waterfront Communities-The Island,Entire home/apt,1,5,1,NA,$251.00,137,TRUE,96,10,10,10,10,10,9
2310733,2012-05-07,N/A,FALSE,1,1,Yorkdale-Glen Park,Entire home/apt,2.5,6,3,NA,$150.00,8,TRUE,98,10,9,10,10,10,10
5338207,2013-03-05,within an hour,FALSE,1,1,High Park-Swansea,Entire home/apt,1,4,2,NA,$375.00,6,TRUE,100,10,10,10,10,10,10
130145690,2017-05-13,within an hour,TRUE,1,1,Niagara,Entire home/apt,1,2,1,NA,$148.00,121,TRUE,98,10,10,10,10,10,10
9669365,2013-10-27,within an hour,FALSE,5,5,Palmerston-Little Italy,Private room,1,4,1,NA,$69.00,59,TRUE,87,9,8,9,9,10,9
9669365,2013-10-27,within an hour,FALSE,5,5,Palmerston-Little Italy,Private room,1,2,1,NA,$64.00,62,TRUE,92,10,9,10,10,10,9
130171771,2017-05-13,N/A,FALSE,1,1,Waterfront Communities-The Island,Private room,1,2,1,NA,$121.00,1,TRUE,80,8,6,10,10,10,10
130175361,2017-05-13,within an hour,TRUE,2,2,Woodbine-Lumsden,Private room,1,1,1,NA,$54.00,20,TRUE,100,10,10,10,10,10,10
130179529,2017-05-13,N/A,FALSE,1,1,Mount Pleasant West,Entire home/apt,1,1,1,NA,$50.00,0,TRUE,NA,NA,NA,NA,NA,NA,NA
102657230,2016-11-06,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,$119.00,140,TRUE,95,10,9,9,10,10,10
76984358,2016-06-10,within an hour,FALSE,4,4,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,$241.00,21,TRUE,94,10,10,9,9,10,9
20817961,NA,NA,NA,NA,NA,Wexford/Maryvale,Private room,1,2,1,NA,$76.00,5,TRUE,100,10,10,10,10,10,10
111459232,2017-01-14,within an hour,TRUE,2,2,New Toronto,Private room,1,1,1,NA,$34.00,41,TRUE,98,10,10,10,10,9,10
1225477,2011-09-29,within a day,FALSE,5,5,Trinity-Bellwoods,Private room,1,1,1,NA,$38.00,9,TRUE,96,9,8,10,10,10,10
1334365,2011-10-25,N/A,FALSE,1,1,Niagara,Entire home/apt,1,4,1,NA,$180.00,7,TRUE,97,9,9,9,10,9,8
31825422,2015-04-23,within an hour,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,3,1,NA,$144.00,231,TRUE,95,9,9,9,10,10,9
130350276,2017-05-15,N/A,FALSE,1,1,Bay Street Corridor,Entire home/apt,1,2,0,NA,$84.00,3,TRUE,100,10,10,8,9,9,8
130441237,2017-05-15,N/A,FALSE,1,1,Annex,Entire home/apt,1,2,1,NA,$200.00,1,TRUE,100,10,10,10,10,10,10
87253044,2016-08-01,N/A,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Private room,2.5,1,1,NA,$30.00,2,TRUE,100,10,10,10,10,10,10
130460361,2017-05-15,within an hour,FALSE,1,1,South Parkdale,Entire home/apt,1,4,2,NA,$129.00,59,TRUE,96,10,9,10,10,10,9
41737699,2015-08-17,a few days or more,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Private room,1.5,2,1,NA,$91.00,17,TRUE,96,10,10,10,10,10,10
18941488,2017-03-23,N/A,FALSE,1,1,Cabbagetown-South St.James Town,Private room,1,2,1,NA,$60.00,8,TRUE,98,10,10,9,10,9,10
64955856,2016-03-29,within an hour,FALSE,4,4,Church-Yonge Corridor,Entire home/apt,1,2,0,NA,$99.00,76,TRUE,79,9,8,9,9,9,8
48533163,2015-11-08,within an hour,FALSE,46,46,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$159.00,40,TRUE,95,10,9,10,10,10,9
18483787,NA,NA,NA,NA,NA,Kensington-Chinatown,Private room,1,3,1,NA,$60.00,102,TRUE,99,10,10,10,10,10,10
108365142,2016-12-24,N/A,FALSE,3,3,Trinity-Bellwoods,Entire home/apt,1,2,1,NA,$111.00,8,TRUE,100,10,10,10,10,10,10
128750567,2017-05-03,within a day,TRUE,4,4,Annex,Private room,2.5,2,1,NA,$129.00,15,TRUE,100,10,10,10,10,10,10
130612511,2017-05-16,within a few hours,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,7,3,NA,$264.00,47,TRUE,91,9,10,10,9,9,9
105634499,2016-11-29,within an hour,FALSE,4,4,Mount Dennis,Private room,1,2,1,NA,$80.00,3,TRUE,73,7,7,7,7,7,7
21937603,2014-09-29,N/A,FALSE,2,2,Palmerston-Little Italy,Entire home/apt,1,4,2,NA,$99.00,4,TRUE,100,10,10,10,10,10,10
105786303,2016-12-01,N/A,FALSE,1,1,Regent Park,Entire home/apt,1,2,1,NA,$121.00,6,TRUE,100,10,10,10,10,10,10
129441088,2017-05-08,within a day,FALSE,1,1,Henry Farm,Entire home/apt,0,4,0,NA,$68.00,0,TRUE,NA,NA,NA,NA,NA,NA,NA
32079189,2015-04-27,within an hour,FALSE,5,5,Wychwood,Shared room,1,1,1,NA,$32.00,68,TRUE,97,10,10,9,10,9,10
38674001,2015-07-16,N/A,FALSE,2,2,Waterfront Communities-The Island,Private room,1,2,1,NA,$121.00,4,TRUE,100,10,10,10,10,10,10
103332460,2016-11-11,within an hour,FALSE,7,7,St.Andrew-Windfields,Private room,1,2,1,NA,$70.00,4,TRUE,85,8,9,9,8,9,8
95767770,2016-09-18,within an hour,TRUE,5,5,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$125.00,227,TRUE,96,9,9,10,10,10,9
32079189,2015-04-27,within an hour,FALSE,5,5,Wychwood,Private room,1,2,1,NA,$49.00,94,TRUE,94,10,9,10,10,9,9
32079189,2015-04-27,within an hour,FALSE,5,5,Wychwood,Shared room,1,1,1,NA,$32.00,45,TRUE,95,10,10,10,10,9,9
32079189,2015-04-27,within an hour,FALSE,5,5,Wychwood,Private room,1,2,1,NA,$50.00,64,TRUE,95,10,9,10,10,10,9
124322077,2017-04-04,N/A,FALSE,1,1,South Parkdale,Entire home/apt,1,3,2,NA,$90.00,20,TRUE,96,10,10,10,10,10,9
106310804,2016-12-05,within a few hours,FALSE,3,3,Mimico (includes Humber Bay Shores),Private room,1,2,1,NA,$42.00,8,TRUE,88,10,8,9,9,8,8
32079189,2015-04-27,within an hour,FALSE,5,5,Wychwood,Private room,1,2,1,NA,$60.00,91,TRUE,96,10,9,10,10,9,9
106711091,2016-12-09,within an hour,TRUE,3,3,Annex,Entire home/apt,3,8,4,NA,$201.00,121,TRUE,95,10,10,10,10,9,10
33475930,2015-05-16,within an hour,FALSE,2,2,Morningside,Private room,1,2,1,NA,$30.00,12,TRUE,96,10,10,10,10,8,9
103698287,2016-11-14,within an hour,TRUE,5,5,Bay Street Corridor,Entire home/apt,1,2,0,NA,$200.00,126,TRUE,97,10,10,10,10,10,10
22193143,2014-10-06,within a few hours,FALSE,1,1,Willowdale East,Entire home/apt,1,2,1,NA,$115.00,33,TRUE,99,10,10,10,10,10,10
130796878,2017-05-17,within an hour,TRUE,17,17,Moss Park,Entire home/apt,2,5,2,NA,$160.00,147,TRUE,97,10,10,9,10,10,10
130808549,2017-05-17,within an hour,FALSE,8,8,Palmerston-Little Italy,Private room,1,2,1,NA,$99.00,4,TRUE,90,10,8,10,10,10,9
19589345,2014-08-06,within an hour,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,3,1,NA,$179.00,74,TRUE,94,10,10,10,10,10,9
18483787,NA,NA,NA,NA,NA,Kensington-Chinatown,Private room,1,2,1,NA,$54.00,259,TRUE,99,10,10,10,10,10,10
873757,2011-07-26,within a day,FALSE,1,1,Cabbagetown-South St.James Town,Entire home/apt,1,2,1,NA,$70.00,80,TRUE,97,10,10,10,10,10,10
34407024,2015-05-28,within an hour,FALSE,1,1,Rosedale-Moore Park,Entire home/apt,1,2,1,NA,$175.00,72,TRUE,94,10,9,10,10,10,9
43361563,2015-09-04,N/A,FALSE,1,1,Kensington-Chinatown,Private room,1.5,2,1,NA,$60.00,30,TRUE,97,10,10,10,10,10,10
8524051,2013-08-29,N/A,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,2,4,2,NA,$247.00,78,TRUE,99,10,10,10,10,10,10
130907687,2017-05-18,N/A,FALSE,1,1,Annex,Entire home/apt,1,3,2,NA,$180.00,5,TRUE,90,9,10,10,10,10,9
86902782,2016-07-30,N/A,FALSE,1,1,Little Portugal,Private room,1,2,1,NA,$76.00,5,TRUE,96,10,10,10,10,10,10
130918013,2017-05-18,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,2.5,7,3,NA,$795.00,108,TRUE,100,10,10,10,10,10,10
70420979,2016-05-04,N/A,FALSE,1,1,Bendale,Shared room,1,2,1,NA,$45.00,2,TRUE,90,9,9,9,10,10,10
98240252,2016-10-05,within an hour,TRUE,3,3,Moss Park,Private room,1,1,1,NA,$78.00,27,TRUE,98,10,9,10,10,10,10
69531781,2016-04-29,N/A,FALSE,1,1,Niagara,Private room,1,1,1,NA,$87.00,3,TRUE,100,10,10,10,10,10,10
89372831,2016-08-11,N/A,FALSE,1,1,Newtonbrook East,Entire home/apt,1,2,1,NA,$160.00,3,TRUE,100,10,10,10,10,10,10
121361612,2017-03-18,within an hour,TRUE,3,3,Waterfront Communities-The Island,Entire home/apt,1,6,2,NA,$121.00,390,TRUE,98,10,10,10,10,10,10
130982023,2017-05-18,within an hour,FALSE,5,5,Church-Yonge Corridor,Private room,1,2,1,NA,$90.00,110,TRUE,92,10,8,10,10,10,9
126955085,2017-04-21,within a few hours,TRUE,3,3,Bendale,Entire home/apt,1,3,1,NA,$99.00,66,TRUE,96,10,9,10,10,10,9
64955856,2016-03-29,within an hour,FALSE,4,4,Kensington-Chinatown,Entire home/apt,1,4,2,NA,$99.00,71,TRUE,86,9,8,9,9,10,8
128474348,2017-05-01,within a few hours,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,4,1,NA,$148.00,166,TRUE,97,10,9,10,10,10,10
109704903,2017-01-03,N/A,FALSE,1,1,Church-Yonge Corridor,Entire home/apt,2,4,2,NA,$133.00,1,TRUE,100,10,10,10,10,10,10
119432155,2017-03-06,within a few hours,TRUE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,2,1,NA,$99.00,104,TRUE,99,10,10,10,10,10,10
129798700,2017-05-10,N/A,FALSE,1,1,Church-Yonge Corridor,Private room,1,2,1,NA,$94.00,1,TRUE,NA,NA,NA,NA,NA,NA,NA
921575,2011-08-04,N/A,FALSE,1,1,Waterfront Communities-The Island,Private room,1,1,0,NA,$99.00,1,TRUE,100,10,10,10,10,10,10
131068505,2017-05-19,N/A,FALSE,1,1,The Beaches,Private room,1,1,1,NA,$50.00,33,TRUE,98,10,10,10,10,9,10
131080225,2017-05-19,N/A,FALSE,1,1,Eringate-Centennial-West Deane,Private room,1,2,1,NA,$150.00,0,TRUE,NA,NA,NA,NA,NA,NA,NA
13343016,2014-03-20,within an hour,TRUE,2,2,Waterfront Communities-The Island,Entire home/apt,2,5,2,NA,$225.00,6,TRUE,96,10,8,10,9,10,9
7519819,2013-07-16,N/A,FALSE,1,1,Little Portugal,Private room,1,2,1,NA,$76.00,14,TRUE,100,10,10,10,10,10,10
95013716,2016-09-13,N/A,FALSE,1,1,The Beaches,Private room,1,1,0,NA,$60.00,5,TRUE,93,9,10,10,9,9,10
76087305,2016-06-06,within a few hours,TRUE,3,3,Princess-Rosethorn,Entire home/apt,1,4,2,NA,$121.00,28,TRUE,99,10,10,10,10,10,10
2518222,2012-06-01,within an hour,TRUE,3,3,Little Portugal,Entire home/apt,2,7,3,NA,$212.00,18,TRUE,97,10,10,10,10,10,9
131184559,2017-05-20,within an hour,TRUE,1,1,Annex,Entire home/apt,1,6,2,NA,$150.00,114,TRUE,97,10,10,10,10,10,10
93209118,2016-09-02,within an hour,TRUE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,3,1,NA,$125.00,188,TRUE,97,10,10,10,10,10,10
38709882,2015-07-16,N/A,FALSE,4,4,Greenwood-Coxwell,Private room,1,6,2,NA,$99.00,14,TRUE,97,9,9,10,10,10,10
131304220,2017-05-21,within an hour,TRUE,1,1,South Riverdale,Entire home/apt,1,2,0,NA,$200.00,39,TRUE,96,10,10,10,10,10,10
130403494,2017-05-15,within a day,FALSE,1,1,Stonegate-Queensway,Entire home/apt,1,2,1,NA,$80.00,5,TRUE,100,10,10,10,10,9,10
20471767,2014-08-24,within an hour,TRUE,1,1,Playter Estates-Danforth,Entire home/apt,1,4,1,NA,$90.00,63,TRUE,100,10,10,10,10,10,10
62533270,2016-03-11,N/A,FALSE,1,1,Dovercourt-Wallace Emerson-Junction,Entire home/apt,1,2,0,NA,$54.00,28,TRUE,97,10,10,10,10,9,10
2826013,2012-07-04,within an hour,FALSE,1,1,Kensington-Chinatown,Entire home/apt,1,2,1,NA,$274.00,25,TRUE,99,10,10,10,10,10,10
96552699,2016-09-24,within an hour,TRUE,1,1,Humber Heights-Westmount,Entire home/apt,1,4,1,NA,$76.00,471,TRUE,98,10,10,10,10,10,10
131369040,2017-05-21,N/A,FALSE,1,1,Humewood-Cedarvale,Entire home/apt,1,1,1,NA,$99.00,4,TRUE,100,10,10,10,10,10,10
123803824,2017-04-01,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,$225.00,17,TRUE,95,9,9,9,10,10,10
57668019,2016-02-06,within an hour,TRUE,1,1,Little Portugal,Private room,1,2,1,NA,$45.00,103,TRUE,97,10,10,10,10,10,10
131428033,2017-05-22,within an hour,TRUE,1,1,Cabbagetown-South St.James Town,Private room,1,2,1,NA,$60.00,201,TRUE,98,10,10,10,9,10,10
34016441,2015-05-23,within an hour,TRUE,4,4,Mimico (includes Humber Bay Shores),Entire home/apt,2,6,2,NA,$268.00,39,TRUE,97,10,10,10,10,10,10
61879834,2016-03-06,within a day,TRUE,2,2,Palmerston-Little Italy,Private room,1,2,1,NA,$82.00,108,TRUE,97,10,10,10,10,10,10
6366673,2013-05-13,N/A,FALSE,1,1,South Riverdale,Entire home/apt,1.5,2,2,NA,$121.00,14,TRUE,100,10,10,10,10,10,10
61879834,2016-03-06,within a day,TRUE,2,2,Palmerston-Little Italy,Private room,1,1,1,NA,$65.00,38,TRUE,99,10,10,10,10,10,10
13038163,2014-03-11,N/A,FALSE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,0,NA,$121.00,8,TRUE,90,9,10,8,9,10,9
90031229,2016-08-15,within an hour,FALSE,1,1,West Humber-Clairville,Entire home/apt,1,2,1,NA,$62.00,39,TRUE,95,10,9,10,10,10,9
123803824,2017-04-01,within an hour,FALSE,2,2,Waterfront Communities-The Island,Entire home/apt,1,4,0,NA,$125.00,104,TRUE,93,10,9,9,10,10,9
97703433,2016-10-02,within an hour,FALSE,2,2,Mount Pleasant West,Entire home/apt,2,4,2,NA,$129.00,52,TRUE,97,10,9,10,10,10,9
91208270,2016-08-22,within an hour,TRUE,11,11,Willowdale West,Private room,1,3,1,NA,$60.00,85,TRUE,96,10,9,10,10,10,10
4922265,2013-01-31,within an hour,FALSE,10,10,Palmerston-Little Italy,Private room,1,2,1,NA,$70.00,20,TRUE,97,10,9,10,10,10,9
88370276,2016-08-06,within a few hours,FALSE,1,1,Niagara,Entire home/apt,1,12,3,NA,$550.00,74,TRUE,95,9,8,10,9,10,9
131546239,2017-05-22,N/A,FALSE,1,1,Newtonbrook West,Private room,1,1,1,NA,$76.00,0,TRUE,NA,NA,NA,NA,NA,NA,NA
40070999,2015-07-30,N/A,FALSE,2,2,Danforth,Private room,1.5,4,1,NA,$180.00,2,TRUE,100,10,10,10,10,10,10
2407875,2012-05-18,within a day,TRUE,1,1,Alderwood,Entire home/apt,1,2,1,NA,$77.00,29,TRUE,99,10,10,10,10,10,10
4922265,2013-01-31,within an hour,FALSE,10,10,Palmerston-Little Italy,Private room,1,1,1,NA,$60.00,22,TRUE,97,10,9,10,10,10,9
91005566,2016-08-20,within an hour,FALSE,11,11,Niagara,Entire home/apt,2,6,2,NA,$188.00,101,TRUE,91,9,9,9,9,10,9
37056781,2015-06-29,within an hour,TRUE,1,1,Waterfront Communities-The Island,Entire home/apt,1,2,1,NA,$180.00,129,TRUE,97,10,10,10,10,10,10
92975832,2016-09-01,within an hour,FALSE,3,3,Lambton Baby Point,Private room,1,1,1,NA,$34.00,27,TRUE,96,9,9,10,10,9,10
49825717,2015-11-24,within an hour,FALSE,2,2,Old East York,Entire home/apt,1,9,3,NA,$204.00,217,TRUE,90,9,9,10,10,9,9
